TransactionID,TransactionDate,CustomerID,ProductID,SalesChannel,ProductCategory,ProductName,DiscountRate,UnitPrice,UnitCost,Quantity,SalesAmount,CostAmount,Profit
206650,2025-07-29,C00427,P005,Online,Phones,Smartphone X,0.1,1080.0,820.0,1,1080.0,820.0,260.0
206651,2025-10-25,C00855,P019,In‑Store,Accessories,USB-C Hub,0.0,55.0,28.0,5,275.0,140.0,135.0
206652,2025-05-02,C00401,P025,Online,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
206653,2025-12-10,C00794,P023,In‑Store,Networking,Wi‑Fi Router AX,0.1,198.0,145.0,1,198.0,145.0,53.0
206654,2025-08-11,C00110,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206655,2025-02-04,C00430,P019,In‑Store,Accessories,USB-C Hub,0.05,52.25,28.0,2,104.5,56.0,48.5
206656,2025-07-03,C00990,P016,In‑Store,Audio,Soundbar 3.1,0.05,399.0,300.0,1,399.0,300.0,99.0
206657,2025-03-19,C00566,P001,In‑Store,Computers,Laptop Pro 14,0.0,1800.0,1350.0,1,1800.0,1350.0,450.0
206658,2025-07-12,C00470,P010,In‑Store,TVs,4K LED TV 55,0.1,810.0,650.0,1,810.0,650.0,160.0
206659,2025-10-14,C00343,P005,In‑Store,Phones,Smartphone X,0.05,1140.0,820.0,1,1140.0,820.0,320.0
206660,2025-11-22,C00402,P006,In‑Store,Phones,Smartphone Mini,0.1,810.0,620.0,1,810.0,620.0,190.0
206661,2025-05-19,C01128,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,3,180.0,96.0,84.0
206662,2025-10-18,C00053,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.1,342.0,260.0,2,684.0,520.0,164.0
206663,2025-07-23,C00963,P025,Online,Gaming,Game Console,0.05,617.5,480.0,1,617.5,480.0,137.5
206664,2025-02-14,C01109,P019,In‑Store,Accessories,USB-C Hub,0.0,55.0,28.0,3,165.0,84.0,81.0
206665,2025-03-29,C00256,P019,In‑Store,Accessories,USB-C Hub,0.0,55.0,28.0,2,110.0,56.0,54.0
206666,2025-11-19,C00764,P012,In‑Store,TVs,4K OLED TV 55,0.05,1520.0,1200.0,1,1520.0,1200.0,320.0
206667,2025-03-11,C00995,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,1,60.0,32.0,28.0
206668,2025-11-30,C00970,P008,Online,Tablets,Tablet 11,0.05,712.5,520.0,1,712.5,520.0,192.5
206669,2025-12-20,C00842,P013,Online,TVs,4K OLED TV 65,0.05,2280.0,1800.0,1,2280.0,1800.0,480.0
206670,2025-11-05,C00734,P010,Online,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
206671,2025-11-14,C01020,P024,In‑Store,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
206672,2025-03-25,C00318,P019,In‑Store,Accessories,USB-C Hub,0.15,46.75,28.0,2,93.5,56.0,37.5
206673,2025-08-25,C01101,P015,Online,Audio,Bluetooth Speaker,0.0,180.0,110.0,4,720.0,440.0,280.0
206674,2025-05-20,C00107,P011,In‑Store,TVs,4K LED TV 65,0.05,1235.0,950.0,1,1235.0,950.0,285.0
206675,2025-07-31,C00316,P011,Online,TVs,4K LED TV 65,0.1,1170.0,950.0,1,1170.0,950.0,220.0
206676,2025-06-07,C00624,P018,Online,Accessories,Mechanical Keyboard,0.0,150.0,85.0,2,300.0,170.0,130.0
206677,2025-01-08,C00337,P015,Online,Audio,Bluetooth Speaker,0.0,180.0,110.0,2,360.0,220.0,140.0
206678,2025-03-30,C01102,P004,Online,Computers,2-in-1 Convertible 13,0.05,1187.5,950.0,1,1187.5,950.0,237.5
206679,2025-09-01,C00453,P010,In‑Store,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
206680,2025-02-06,C00386,P026,Online,Gaming,Controller,0.0,80.0,45.0,2,160.0,90.0,70.0
206681,2025-10-31,C00375,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
206682,2025-05-25,C00877,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,2,360.0,220.0,140.0
206683,2025-02-14,C00474,P013,In‑Store,TVs,4K OLED TV 65,0.05,2280.0,1800.0,1,2280.0,1800.0,480.0
206684,2025-03-05,C00515,P024,In‑Store,Networking,Mesh Wi‑Fi 2‑Pack,0.1,342.0,260.0,2,684.0,520.0,164.0
206685,2025-03-27,C00046,P023,In‑Store,Networking,Wi‑Fi Router AX,0.05,209.0,145.0,1,209.0,145.0,64.0
206686,2025-06-10,C00128,P020,In‑Store,Accessories,Wireless Charger,0.05,57.0,32.0,5,285.0,160.0,125.0
206687,2025-12-14,C00948,P016,In‑Store,Audio,Soundbar 3.1,0.05,399.0,300.0,1,399.0,300.0,99.0
206688,2025-03-25,C00596,P002,Online,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
206689,2025-11-24,C01094,P001,In‑Store,Computers,Laptop Pro 14,0.05,1710.0,1350.0,1,1710.0,1350.0,360.0
206690,2025-07-22,C00006,P013,Online,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
206691,2025-06-08,C00629,P020,Online,Accessories,Wireless Charger,0.1,54.0,32.0,2,108.0,64.0,44.0
206692,2025-07-17,C00585,P003,Online,Computers,Gaming Desktop,0.1,1980.0,1650.0,1,1980.0,1650.0,330.0
206693,2025-01-17,C00864,P010,Online,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
206694,2025-10-13,C00794,P007,Online,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
206695,2025-11-25,C00454,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
206696,2025-05-26,C00076,P016,Online,Audio,Soundbar 3.1,0.0,420.0,300.0,3,1260.0,900.0,360.0
206697,2025-09-13,C00889,P007,Online,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
206698,2025-07-05,C00108,P025,In‑Store,Gaming,Game Console,0.2,520.0,480.0,1,520.0,480.0,40.0
206699,2025-05-09,C00071,P025,Online,Gaming,Game Console,0.0,650.0,480.0,3,1950.0,1440.0,510.0
206700,2025-03-29,C00180,P007,Online,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
206701,2025-06-15,C00050,P021,Online,Accessories,Phone Case,0.0,35.0,12.0,4,140.0,48.0,92.0
206702,2025-08-30,C00739,P006,Online,Phones,Smartphone Mini,0.0,900.0,620.0,2,1800.0,1240.0,560.0
206703,2025-04-01,C00343,P005,Online,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
206704,2025-05-11,C00563,P009,Online,Tablets,Tablet Pro 13,0.0,1100.0,770.0,1,1100.0,770.0,330.0
206705,2025-12-22,C00918,P005,In‑Store,Phones,Smartphone X,0.1,1080.0,820.0,2,2160.0,1640.0,520.0
206706,2025-03-29,C00605,P004,In‑Store,Computers,2-in-1 Convertible 13,0.2,1000.0,950.0,2,2000.0,1900.0,100.0
206707,2025-12-28,C00064,P007,Online,Phones,Smartphone Ultra,0.2,1160.0,980.0,1,1160.0,980.0,180.0
206708,2025-05-24,C00007,P019,In‑Store,Accessories,USB-C Hub,0.0,55.0,28.0,1,55.0,28.0,27.0
206709,2025-03-09,C01091,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,6,150.0,48.0,102.0
206710,2025-04-09,C00695,P005,Online,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
206711,2025-05-23,C01183,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
206712,2025-03-07,C01106,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.05,361.0,260.0,1,361.0,260.0,101.0
206713,2025-04-03,C00452,P024,In‑Store,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,2,760.0,520.0,240.0
206714,2025-07-24,C00218,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
206715,2025-06-04,C01175,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206716,2025-02-23,C00874,P001,Online,Computers,Laptop Pro 14,0.05,1710.0,1350.0,1,1710.0,1350.0,360.0
206717,2025-12-19,C00998,P026,Online,Gaming,Controller,0.0,80.0,45.0,3,240.0,135.0,105.0
206718,2025-05-14,C00608,P025,In‑Store,Gaming,Game Console,0.05,617.5,480.0,1,617.5,480.0,137.5
206719,2025-11-19,C00780,P007,Online,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
206720,2025-01-16,C00367,P021,In‑Store,Accessories,Phone Case,0.0,35.0,12.0,3,105.0,36.0,69.0
206721,2025-03-18,C00113,P017,In‑Store,Accessories,Wireless Mouse,0.0,40.0,18.0,2,80.0,36.0,44.0
206722,2025-08-05,C00084,P011,Online,TVs,4K LED TV 65,0.05,1235.0,950.0,1,1235.0,950.0,285.0
206723,2025-02-14,C00993,P010,Online,TVs,4K LED TV 55,0.05,855.0,650.0,1,855.0,650.0,205.0
206724,2025-10-07,C00777,P014,Online,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,1,350.0,220.0,130.0
206725,2025-08-20,C00639,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
206726,2025-06-14,C00757,P004,Online,Computers,2-in-1 Convertible 13,0.1,1125.0,950.0,1,1125.0,950.0,175.0
206727,2025-08-07,C00320,P009,Online,Tablets,Tablet Pro 13,0.05,1045.0,770.0,1,1045.0,770.0,275.0
206728,2025-11-30,C00030,P017,Online,Accessories,Wireless Mouse,0.1,36.0,18.0,1,36.0,18.0,18.0
206729,2025-01-06,C00718,P026,Online,Gaming,Controller,0.05,76.0,45.0,1,76.0,45.0,31.0
206730,2025-08-24,C00013,P007,In‑Store,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
206731,2025-06-16,C00854,P005,In‑Store,Phones,Smartphone X,0.05,1140.0,820.0,1,1140.0,820.0,320.0
206732,2025-05-08,C00659,P010,In‑Store,TVs,4K LED TV 55,0.05,855.0,650.0,1,855.0,650.0,205.0
206733,2025-12-11,C00230,P002,Online,Computers,Laptop Air 13,0.15,1190.0,1050.0,1,1190.0,1050.0,140.0
206734,2025-02-11,C00895,P011,Online,TVs,4K LED TV 65,0.0,1300.0,950.0,2,2600.0,1900.0,700.0
206735,2025-03-09,C00310,P002,In‑Store,Computers,Laptop Air 13,0.2,1120.0,1050.0,1,1120.0,1050.0,70.0
206736,2025-10-19,C00356,P001,Online,Computers,Laptop Pro 14,0.1,1620.0,1350.0,1,1620.0,1350.0,270.0
206737,2025-08-09,C00941,P021,Online,Accessories,Phone Case,0.1,31.5,12.0,2,63.0,24.0,39.0
206738,2025-04-16,C00596,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
206739,2025-05-07,C00244,P017,In‑Store,Accessories,Wireless Mouse,0.0,40.0,18.0,4,160.0,72.0,88.0
206740,2025-01-30,C00936,P003,Online,Computers,Gaming Desktop,0.05,2090.0,1650.0,1,2090.0,1650.0,440.0
206741,2025-06-28,C00839,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
206742,2025-08-04,C01174,P016,In‑Store,Audio,Soundbar 3.1,0.05,399.0,300.0,2,798.0,600.0,198.0
206743,2025-12-04,C00810,P022,In‑Store,Accessories,HDMI Cable,0.0,25.0,8.0,3,75.0,24.0,51.0
206744,2025-07-10,C00607,P018,In‑Store,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
206745,2025-06-29,C00853,P017,Online,Accessories,Wireless Mouse,0.05,38.0,18.0,2,76.0,36.0,40.0
206746,2025-03-28,C00317,P016,Online,Audio,Soundbar 3.1,0.0,420.0,300.0,1,420.0,300.0,120.0
206747,2025-07-19,C00816,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
206748,2025-02-04,C00663,P001,Online,Computers,Laptop Pro 14,0.0,1800.0,1350.0,1,1800.0,1350.0,450.0
206749,2025-10-22,C00713,P009,In‑Store,Tablets,Tablet Pro 13,0.0,1100.0,770.0,1,1100.0,770.0,330.0
206750,2025-11-13,C00996,P023,Online,Networking,Wi‑Fi Router AX,0.05,209.0,145.0,1,209.0,145.0,64.0
206751,2025-10-05,C00782,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
206752,2025-07-06,C00928,P017,Online,Accessories,Wireless Mouse,0.0,40.0,18.0,5,200.0,90.0,110.0
206753,2025-02-16,C01075,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206754,2025-03-02,C00214,P017,In‑Store,Accessories,Wireless Mouse,0.05,38.0,18.0,2,76.0,36.0,40.0
206755,2025-10-07,C00091,P009,In‑Store,Tablets,Tablet Pro 13,0.1,990.0,770.0,1,990.0,770.0,220.0
206756,2025-08-16,C00585,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
206757,2025-04-30,C00840,P021,Online,Accessories,Phone Case,0.1,31.5,12.0,3,94.5,36.0,58.5
206758,2025-05-28,C00192,P018,In‑Store,Accessories,Mechanical Keyboard,0.05,142.5,85.0,1,142.5,85.0,57.5
206759,2025-07-26,C00822,P020,Online,Accessories,Wireless Charger,0.05,57.0,32.0,1,57.0,32.0,25.0
206760,2025-10-06,C00759,P021,Online,Accessories,Phone Case,0.05,33.25,12.0,5,166.25,60.0,106.25
206761,2025-12-09,C00445,P006,In‑Store,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
206762,2025-08-17,C00466,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,4,220.0,112.0,108.0
206763,2025-05-29,C00547,P013,Online,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
206764,2025-05-06,C00608,P020,Online,Accessories,Wireless Charger,0.15,51.0,32.0,4,204.0,128.0,76.0
206765,2025-12-14,C00083,P024,In‑Store,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,2,760.0,520.0,240.0
206766,2025-03-17,C00648,P020,In‑Store,Accessories,Wireless Charger,0.0,60.0,32.0,1,60.0,32.0,28.0
206767,2025-07-23,C01162,P026,In‑Store,Gaming,Controller,0.0,80.0,45.0,3,240.0,135.0,105.0
206768,2025-11-10,C00883,P020,In‑Store,Accessories,Wireless Charger,0.0,60.0,32.0,4,240.0,128.0,112.0
206769,2025-11-20,C01143,P001,Online,Computers,Laptop Pro 14,0.0,1800.0,1350.0,1,1800.0,1350.0,450.0
206770,2025-02-28,C00142,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
206771,2025-10-31,C00448,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206772,2025-09-05,C00863,P014,In‑Store,Audio,Noise Cancelling Headphones,0.1,315.0,220.0,1,315.0,220.0,95.0
206773,2025-01-05,C00398,P010,Online,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
206774,2025-11-26,C00470,P025,Online,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
206775,2025-02-22,C00686,P006,In‑Store,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
206776,2025-07-22,C01169,P007,Online,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
206777,2025-06-30,C00051,P005,In‑Store,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
206778,2025-10-03,C01149,P004,Online,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206779,2025-02-21,C00898,P012,Online,TVs,4K OLED TV 55,0.05,1520.0,1200.0,1,1520.0,1200.0,320.0
206780,2025-06-22,C01050,P002,Online,Computers,Laptop Air 13,0.05,1330.0,1050.0,1,1330.0,1050.0,280.0
206781,2025-01-12,C00651,P017,Online,Accessories,Wireless Mouse,0.15,34.0,18.0,5,170.0,90.0,80.0
206782,2025-01-06,C00311,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,1,55.0,28.0,27.0
206783,2025-10-12,C00065,P007,Online,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
206784,2025-04-09,C00600,P012,Online,TVs,4K OLED TV 55,0.05,1520.0,1200.0,1,1520.0,1200.0,320.0
206785,2025-02-18,C00170,P023,Online,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
206786,2025-04-06,C00715,P007,Online,Phones,Smartphone Ultra,0.1,1305.0,980.0,1,1305.0,980.0,325.0
206787,2025-08-15,C01128,P014,Online,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,2,700.0,440.0,260.0
206788,2025-02-19,C00240,P026,In‑Store,Gaming,Controller,0.0,80.0,45.0,2,160.0,90.0,70.0
206789,2025-08-21,C00391,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
206790,2025-06-12,C00702,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,2,120.0,64.0,56.0
206791,2025-05-21,C00515,P025,In‑Store,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
206792,2025-09-25,C00233,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,3,75.0,24.0,51.0
206793,2025-02-25,C00097,P025,Online,Gaming,Game Console,0.05,617.5,480.0,1,617.5,480.0,137.5
206794,2025-06-10,C00142,P009,In‑Store,Tablets,Tablet Pro 13,0.0,1100.0,770.0,1,1100.0,770.0,330.0
206795,2025-03-27,C01084,P002,Online,Computers,Laptop Air 13,0.1,1260.0,1050.0,1,1260.0,1050.0,210.0
206796,2025-03-18,C00077,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,3,540.0,330.0,210.0
206797,2025-12-17,C01107,P007,Online,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
206798,2025-11-25,C01190,P006,Online,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
206799,2025-04-01,C00727,P004,Online,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206800,2025-01-10,C00720,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
206801,2025-09-05,C00683,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
206802,2025-11-14,C00663,P002,In‑Store,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
206803,2025-02-28,C00146,P006,Online,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
206804,2025-06-08,C00376,P016,In‑Store,Audio,Soundbar 3.1,0.05,399.0,300.0,1,399.0,300.0,99.0
206805,2025-12-15,C00220,P020,In‑Store,Accessories,Wireless Charger,0.1,54.0,32.0,6,324.0,192.0,132.0
206806,2025-02-02,C00086,P011,In‑Store,TVs,4K LED TV 65,0.1,1170.0,950.0,1,1170.0,950.0,220.0
206807,2025-05-24,C00892,P001,In‑Store,Computers,Laptop Pro 14,0.05,1710.0,1350.0,1,1710.0,1350.0,360.0
206808,2025-09-06,C01138,P013,In‑Store,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
206809,2025-07-04,C00127,P008,In‑Store,Tablets,Tablet 11,0.05,712.5,520.0,1,712.5,520.0,192.5
206810,2025-01-20,C00893,P026,Online,Gaming,Controller,0.0,80.0,45.0,1,80.0,45.0,35.0
206811,2025-04-15,C00855,P009,Online,Tablets,Tablet Pro 13,0.0,1100.0,770.0,1,1100.0,770.0,330.0
206812,2025-04-15,C01163,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.05,361.0,260.0,3,1083.0,780.0,303.0
206813,2025-01-05,C00117,P022,In‑Store,Accessories,HDMI Cable,0.0,25.0,8.0,3,75.0,24.0,51.0
206814,2025-05-24,C01016,P023,Online,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,2,440.0,290.0,150.0
206815,2025-06-22,C00171,P021,Online,Accessories,Phone Case,0.0,35.0,12.0,2,70.0,24.0,46.0
206816,2025-03-19,C01054,P026,Online,Gaming,Controller,0.0,80.0,45.0,1,80.0,45.0,35.0
206817,2025-03-15,C01145,P004,Online,Computers,2-in-1 Convertible 13,0.05,1187.5,950.0,1,1187.5,950.0,237.5
206818,2025-01-08,C00026,P007,In‑Store,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
206819,2025-05-02,C00295,P018,In‑Store,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
206820,2025-09-22,C00326,P013,Online,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
206821,2025-04-12,C00312,P014,Online,Audio,Noise Cancelling Headphones,0.15,297.5,220.0,1,297.5,220.0,77.5
206822,2025-07-08,C00462,P014,Online,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,1,350.0,220.0,130.0
206823,2025-07-26,C01000,P002,Online,Computers,Laptop Air 13,0.1,1260.0,1050.0,1,1260.0,1050.0,210.0
206824,2025-06-02,C01089,P003,Online,Computers,Gaming Desktop,0.0,2200.0,1650.0,1,2200.0,1650.0,550.0
206825,2025-11-28,C00483,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
206826,2025-04-12,C00055,P023,In‑Store,Networking,Wi‑Fi Router AX,0.1,198.0,145.0,1,198.0,145.0,53.0
206827,2025-06-16,C00489,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,2,760.0,520.0,240.0
206828,2025-11-20,C00407,P015,In‑Store,Audio,Bluetooth Speaker,0.05,171.0,110.0,1,171.0,110.0,61.0
206829,2025-05-16,C00727,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,2,110.0,56.0,54.0
206830,2025-01-29,C00445,P013,Online,TVs,4K OLED TV 65,0.15,2040.0,1800.0,1,2040.0,1800.0,240.0
206831,2025-01-05,C00840,P018,In‑Store,Accessories,Mechanical Keyboard,0.15,127.5,85.0,1,127.5,85.0,42.5
206832,2025-06-11,C00252,P025,In‑Store,Gaming,Game Console,0.1,585.0,480.0,1,585.0,480.0,105.0
206833,2025-03-05,C00018,P019,In‑Store,Accessories,USB-C Hub,0.05,52.25,28.0,4,209.0,112.0,97.0
206834,2025-09-01,C00751,P006,Online,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
206835,2025-10-26,C00268,P005,In‑Store,Phones,Smartphone X,0.2,960.0,820.0,1,960.0,820.0,140.0
206836,2025-05-15,C00459,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
206837,2025-02-25,C00699,P014,In‑Store,Audio,Noise Cancelling Headphones,0.05,332.5,220.0,2,665.0,440.0,225.0
206838,2025-03-23,C00318,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,3,2250.0,1560.0,690.0
206839,2025-03-09,C00569,P011,Online,TVs,4K LED TV 65,0.1,1170.0,950.0,1,1170.0,950.0,220.0
206840,2025-10-03,C00287,P007,In‑Store,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
206841,2025-08-31,C00762,P011,In‑Store,TVs,4K LED TV 65,0.05,1235.0,950.0,1,1235.0,950.0,285.0
206842,2025-07-22,C00102,P007,In‑Store,Phones,Smartphone Ultra,0.05,1377.5,980.0,2,2755.0,1960.0,795.0
206843,2025-05-25,C00883,P012,In‑Store,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
206844,2025-04-08,C00024,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,2,120.0,64.0,56.0
206845,2025-03-20,C00249,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
206846,2025-04-08,C01114,P012,In‑Store,TVs,4K OLED TV 55,0.05,1520.0,1200.0,1,1520.0,1200.0,320.0
206847,2025-10-23,C01120,P009,Online,Tablets,Tablet Pro 13,0.0,1100.0,770.0,1,1100.0,770.0,330.0
206848,2025-03-10,C00356,P001,Online,Computers,Laptop Pro 14,0.0,1800.0,1350.0,1,1800.0,1350.0,450.0
206849,2025-11-13,C00481,P007,Online,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
206850,2025-10-07,C00951,P026,In‑Store,Gaming,Controller,0.0,80.0,45.0,2,160.0,90.0,70.0
206851,2025-03-27,C00493,P023,In‑Store,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,2,440.0,290.0,150.0
206852,2025-02-21,C00704,P004,Online,Computers,2-in-1 Convertible 13,0.1,1125.0,950.0,1,1125.0,950.0,175.0
206853,2025-08-20,C00376,P009,In‑Store,Tablets,Tablet Pro 13,0.1,990.0,770.0,1,990.0,770.0,220.0
206854,2025-03-20,C00488,P003,In‑Store,Computers,Gaming Desktop,0.0,2200.0,1650.0,1,2200.0,1650.0,550.0
206855,2025-09-28,C01147,P012,In‑Store,TVs,4K OLED TV 55,0.05,1520.0,1200.0,2,3040.0,2400.0,640.0
206856,2025-03-20,C01159,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,1,420.0,300.0,120.0
206857,2025-02-27,C01025,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,1,60.0,32.0,28.0
206858,2025-09-15,C00536,P018,In‑Store,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
206859,2025-06-15,C00309,P001,Online,Computers,Laptop Pro 14,0.0,1800.0,1350.0,1,1800.0,1350.0,450.0
206860,2025-07-26,C01198,P026,In‑Store,Gaming,Controller,0.0,80.0,45.0,2,160.0,90.0,70.0
206861,2025-10-15,C00337,P005,In‑Store,Phones,Smartphone X,0.05,1140.0,820.0,1,1140.0,820.0,320.0
206862,2025-08-23,C00893,P022,In‑Store,Accessories,HDMI Cable,0.05,23.75,8.0,1,23.75,8.0,15.75
206863,2025-01-19,C00612,P025,Online,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
206864,2025-07-21,C00674,P025,Online,Gaming,Game Console,0.05,617.5,480.0,2,1235.0,960.0,275.0
206865,2025-10-31,C00737,P025,Online,Gaming,Game Console,0.15,552.5,480.0,1,552.5,480.0,72.5
206866,2025-11-09,C00160,P017,Online,Accessories,Wireless Mouse,0.05,38.0,18.0,5,190.0,90.0,100.0
206867,2025-09-21,C01175,P002,In‑Store,Computers,Laptop Air 13,0.05,1330.0,1050.0,1,1330.0,1050.0,280.0
206868,2025-12-05,C00971,P006,In‑Store,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
206869,2025-05-04,C00077,P016,Online,Audio,Soundbar 3.1,0.05,399.0,300.0,2,798.0,600.0,198.0
206870,2025-01-30,C01112,P012,Online,TVs,4K OLED TV 55,0.1,1440.0,1200.0,1,1440.0,1200.0,240.0
206871,2025-01-13,C00126,P015,In‑Store,Audio,Bluetooth Speaker,0.05,171.0,110.0,1,171.0,110.0,61.0
